Source,Target,Type,weight,book
Devan-Seaworth,Stannis-Baratheon,Undirected,13,2
Dolf,Shagga,Undirected,3,2
Donella-Hornwood,Leobald-Tallhart,Undirected,3,2
Donella-Hornwood,Luwin,Undirected,7,2
Donella-Hornwood,Mors-Umber,Undirected,3,2
Donella-Hornwood,Ramsay-Snow,Undirected,3,2
Donella-Hornwood,Rodrik-Cassel,Undirected,4,2
Dontos-Hollard,Joffrey-Baratheon,Undirected,8,2
Dontos-Hollard,Moon-Boy,Undirected,5,2
Dontos-Hollard,Sansa-Stark,Undirected,17,2
Dontos-Hollard,Stannis-Baratheon,Undirected,3,2
Dontos-Hollard,Tyrion-Lannister,Undirected,4,2
Doran-Martell,Myrcella-Baratheon,Undirected,4,2
Doran-Martell,Tyrion-Lannister,Undirected,3,2
Doran-Martell,Varys,Undirected,4,2
Drennan,Squint,Undirected,3,2
Drennan,Theon-Greyjoy,Undirected,3,2
Drogo,Jorah-Mormont,Undirected,4,2
Drogo,Pono,Undirected,4,2
Drogo,Viserys-Targaryen,Undirected,3,2
Dunsen,Gregor-Clegane,Undirected,4,2
Dunsen,Ilyn-Payne,Undirected,3,2
Dunsen,Joffrey-Baratheon,Undirected,3,2
Dunsen,Meryn-Trant,Undirected,3,2
Dunsen,Polliver,Undirected,7,2
Dunsen,Rafford,Undirected,6,2
Dunsen,Sandor-Clegane,Undirected,3,2
Dunsen,Tickler,Undirected,3,2
Dunsen,Weese,Undirected,3,2
Dywen,Grenn,Undirected,8,2
Dywen,Jon-Snow,Undirected,9,2
Ebben,Jon-Snow,Undirected,10,2
Ebben,Qhorin-Halfhand,Undirected,8,2
Ebben,Stonesnake,Undirected,4,2
Eddard-Stark,Ilyn-Payne,Undirected,5,2
Eddard-Stark,Janos-Slynt,Undirected,7,2
Eddard-Stark,Joffrey-Baratheon,Undirected,9,2
Eddard-Stark,Jon-Snow,Undirected,9,2
Eddard-Stark,Luwin,Undirected,3,2
Eddard-Stark,Maron-Greyjoy,Undirected,3,2
Eddard-Stark,Petyr-Baelish,Undirected,4,2
Eddard-Stark,Renly-Baratheon,Undirected,5,2
Eddard-Stark,Rickon-Stark,Undirected,3,2
Eddard-Stark,Robb-Stark,Undirected,11,2
Eddard-Stark,Robert-Baratheon,Undirected,26,2
Eddard-Stark,Stannis-Baratheon,Undirected,5,2
Eddard-Stark,Theon-Greyjoy,Undirected,17,2
Eddard-Stark,Tyrion-Lannister,Undirected,12,2
Eddard-Stark,Varys,Undirected,3,2
Eddison-Tollett,Jeor-Mormont,Undirected,4,2
Eddison-Tollett,Jon-Snow,Undirected,11,2
Edmure-Tully,Hoster-Tully,Undirected,3,2
Edmure-Tully,Jaime-Lannister,Undirected,3,2
Edmure-Tully,Robb-Stark,Undirected,12,2
Edmure-Tully,Tywin-Lannister,Undirected,8,2
Eldon-Estermont,Steffon-Varner,Undirected,3,2
Emmon-Cuy,Renly-Baratheon,Undirected,3,2
Emmon-Cuy,Robar-Royce,Undirected,3,2
Euron-Greyjoy,Theon-Greyjoy,Undirected,4,2
Farlen,Theon-Greyjoy,Undirected,6,2
Florian-the-Fool,Jonquil,Undirected,8,2
Florian-the-Fool,Sansa-Stark,Undirected,3,2
Gariss,Murch,Undirected,5,2
Garlan-Tyrell,Joffrey-Baratheon,Undirected,4,2
Garlan-Tyrell,Loras-Tyrell,Undirected,3,2
Gendry,Hot-Pie,Undirected,23,2
Gendry,Jaqen-Hghar,Undirected,4,2
Gendry,Lommy-Greenhands,Undirected,17,2
Gendry,Woth,Undirected,3,2
Gendry,Yoren,Undirected,8,2
Gregor-Clegane,Ilyn-Payne,Undirected,3,2
Gregor-Clegane,Joffrey-Baratheon,Undirected,3,2
Gregor-Clegane,Meryn-Trant,Undirected,4,2
Gregor-Clegane,Polliver,Undirected,5,2
Gregor-Clegane,Rafford,Undirected,6,2
Gregor-Clegane,Sandor-Clegane,Undirected,5,2
Gregor-Clegane,Tickler,Undirected,5,2
Gregor-Clegane,Tywin-Lannister,Undirected,4,2
Gregor-Clegane,Weese,Undirected,5,2
Grenn,Jeor-Mormont,Undirected,3,2
Grenn,Samwell-Tarly,Undirected,6,2
Guyard-Morrigen,Renly-Baratheon,Undirected,7,2
Gyles-Rosby,Jacelyn-Bywater,Undirected,4,2
Gyles-Rosby,Joffrey-Baratheon,Undirected,4,2
Gyles-Rosby,Lollys-Stokeworth,Undirected,5,2
Gyles-Rosby,Sansa-Stark,Undirected,3,2
Gyles-Rosby,Tanda-Stokeworth,Undirected,5,2
Gyles-Rosby,Tommen-Baratheon,Undirected,4,2
Gyles-Rosby,Tyrion-Lannister,Undirected,3,2
Gynir,Wex-Pyke,Undirected,4,2
Hake,Jon-Snow,Undirected,4,2
Hallis-Mollen,Wendel-Manderly,Undirected,3,2
Hallyne,Joffrey-Baratheon,Undirected,3,2
Hallyne,Tyrion-Lannister,Undirected,5,2
Halys-Hornwood,Rodrik-Cassel,Undirected,3,2
Harren-Hoare,Nan,Undirected,5,2
High-Septon-(fat_one),Tyrion-Lannister,Undirected,4,2
High-Septon-(Tyrions),Tyrion-Lannister,Undirected,4,2
Hobber-Redwyne,Horas-Redwyne,Undirected,7,2
Hodor,Jojen-Reed,Undirected,3,2
Hodor,Luwin,Undirected,17,2
Hodor,Meera-Reed,Undirected,10,2
Hodor,Osha,Undirected,16,2
Hodor,Rickon-Stark,Undirected,11,2
Hodor,Rodrik-Cassel,Undirected,3,2
Hodor,Wyman-Manderly,Undirected,3,2
Horas-Redwyne,Joffrey-Baratheon,Undirected,3,2
Hoster-Tully,Vyman,Undirected,3,2
Hot-Pie,Lommy-Greenhands,Undirected,28,2
Hot-Pie,Mebble,Undirected,4,2
Hot-Pie,Weasel,Undirected,4,2
Hot-Pie,Woth,Undirected,5,2
Hot-Pie,Yoren,Undirected,8,2
Ilyn-Payne,Joffrey-Baratheon,Undirected,13,2
Ilyn-Payne,Meryn-Trant,Undirected,8,2
Ilyn-Payne,Polliver,Undirected,3,2
Ilyn-Payne,Rafford,Undirected,3,2
Ilyn-Payne,Sandor-Clegane,Undirected,8,2
Ilyn-Payne,Sansa-Stark,Undirected,9,2
Ilyn-Payne,Tickler,Undirected,5,2
Irri,Jhiqui,Undirected,3,2
Jacelyn-Bywater,Janos-Slynt,Undirected,4,2
Jacelyn-Bywater,Joffrey-Baratheon,Undirected,7,2
Jacelyn-Bywater,Lancel-Lannister,Undirected,3,2
Jacelyn-Bywater,Tommen-Baratheon,Undirected,6,2
Jacelyn-Bywater,Tyrion-Lannister,Undirected,16,2
Jacelyn-Bywater,Varys,Undirected,4,2
Jaime-Lannister,Joffrey-Baratheon,Undirected,12,2
Jaime-Lannister,Jon-Snow,Undirected,3,2
Jaime-Lannister,Mandon-Moore,Undirected,4,2
Jaime-Lannister,Petyr-Baelish,Undirected,4,2
Jaime-Lannister,Renly-Baratheon,Undirected,9,2
Jaime-Lannister,Robb-Stark,Undirected,11,2
Jaime-Lannister,Robert-Baratheon,Undirected,11,2
Jaime-Lannister,Sansa-Stark,Undirected,5,2
Jaime-Lannister,Stafford-Lannister,Undirected,3,2
Jaime-Lannister,Stannis-Baratheon,Undirected,6,2
Jaime-Lannister,Theon-Greyjoy,Undirected,4,2
Jaime-Lannister,Tyrion-Lannister,Undirected,25,2
Jaime-Lannister,Tysha,Undirected,3,2
Jaime-Lannister,Tywin-Lannister,Undirected,5,2
Janos-Slynt,Joffrey-Baratheon,Undirected,10,2
Janos-Slynt,Petyr-Baelish,Undirected,5,2
Janos-Slynt,Tyrion-Lannister,Undirected,26,2
Janos-Slynt,Varys,Undirected,7,2
Jaqen-Hghar,Rorge,Undirected,16,2
Jaqen-Hghar,Weese,Undirected,4,2
Jaqen-Hghar,Yoren,Undirected,3,2
Jaremy-Rykker,Jeor-Mormont,Undirected,3,2
Jaremy-Rykker,Thoren-Smallwood,Undirected,3,2
Jarman-Buckwell,Jeor-Mormont,Undirected,4,2
Jarman-Buckwell,Jon-Snow,Undirected,4,2
Jarman-Buckwell,Thoren-Smallwood,Undirected,6,2
Jason-Mallister,Theon-Greyjoy,Undirected,4,2
Jeor-Mormont,Jon-Snow,Undirected,63,2
Jeor-Mormont,Jorah-Mormont,Undirected,3,2
Jeor-Mormont,Mance-Rayder,Undirected,4,2
Jeor-Mormont,Ottyn-Wythers,Undirected,3,2
Jeor-Mormont,Qhorin-Halfhand,Undirected,12,2
Jeor-Mormont,Samwell-Tarly,Undirected,17,2
Jeor-Mormont,Thoren-Smallwood,Undirected,11,2
Jhogo,Jorah-Mormont,Undirected,6,2
Joffrey-Baratheon,Lancel-Lannister,Undirected,4,2
Joffrey-Baratheon,Loras-Tyrell,Undirected,3,2
Joffrey-Baratheon,Mace-Tyrell,Undirected,4,2
Joffrey-Baratheon,Mandon-Moore,Undirected,8,2
Joffrey-Baratheon,Margaery-Tyrell,Undirected,6,2
Joffrey-Baratheon,Meryn-Trant,Undirected,19,2
Joffrey-Baratheon,Myrcella-Baratheon,Undirected,13,2
Joffrey-Baratheon,Osmund-Kettleblack,Undirected,9,2
Joffrey-Baratheon,Petyr-Baelish,Undirected,20,2
Joffrey-Baratheon,Polliver,Undirected,3,2
Joffrey-Baratheon,Pycelle,Undirected,6,2
Joffrey-Baratheon,Rafford,Undirected,3,2
Joffrey-Baratheon,Renly-Baratheon,Undirected,11,2
Joffrey-Baratheon,Robb-Stark,Undirected,16,2
Joffrey-Baratheon,Robert-Baratheon,Undirected,20,2
Joffrey-Baratheon,Sandor-Clegane,Undirected,27,2
Joffrey-Baratheon,Sansa-Stark,Undirected,76,2
Joffrey-Baratheon,Stannis-Baratheon,Undirected,21,2
Joffrey-Baratheon,Tickler,Undirected,4,2
Joffrey-Baratheon,Tommen-Baratheon,Undirected,23,2
Joffrey-Baratheon,Tyrion-Lannister,Undirected,92,2
Joffrey-Baratheon,Tywin-Lannister,Undirected,11,2
Joffrey-Baratheon,Varys,Undirected,24,2
Joffrey-Baratheon,Yoren,Undirected,3,2
Jojen-Reed,Luwin,Undirected,7,2
Jojen-Reed,Meera-Reed,Undirected,18,2
Jojen-Reed,Osha,Undirected,4,2
Jojen-Reed,Rickon-Stark,Undirected,5,2
Jon-Fossoway,Mathis-Rowan,Undirected,3,2
Jon-Snow,Lark,Undirected,4,2
Jon-Snow,Mance-Rayder,Undirected,4,2
Jon-Snow,Nan,Undirected,4,2
Jon-Snow,Ottyn-Wythers,Undirected,3,2
Jon-Snow,Qhorin-Halfhand,Undirected,47,2
Jon-Snow,Rattleshirt,Undirected,7,2
Jon-Snow,Rickon-Stark,Undirected,5,2
Jon-Snow,Robb-Stark,Undirected,13,2
Jon-Snow,Robert-Baratheon,Undirected,6,2
Jon-Snow,Samwell-Tarly,Undirected,52,2
Jon-Snow,Stonesnake,Undirected,13,2
Jon-Snow,Thoren-Smallwood,Undirected,4,2
Jon-Snow,Ygritte,Undirected,12,2
Jon-Umber-(Greatjon),Robb-Stark,Undirected,8,2
Jorah-Mormont,Pono,Undirected,3,2
Jorah-Mormont,Rakharo,Undirected,3,2
Jorah-Mormont,Rhaegar-Targaryen,Undirected,4,2
Jorah-Mormont,Robert-Baratheon,Undirected,7,2
Koss,Yoren,Undirected,5,2
Kyra,Theon-Greyjoy,Undirected,4,2
Lancel-Lannister,Robert-Baratheon,Undirected,4,2
Lancel-Lannister,Sansa-Stark,Undirected,3,2
Lancel-Lannister,Tyrion-Lannister,Undirected,18,2
Lancel-Lannister,Varys,Undirected,3,2
Leobald-Tallhart,Rodrik-Cassel,Undirected,5,2
Lollys-Stokeworth,Tanda-Stokeworth,Undirected,7,2
Lommy-Greenhands,Weasel,Undirected,7,2
Lommy-Greenhands,Woth,Undirected,3,2
Lommy-Greenhands,Yoren,Undirected,13,2
Loras-Tyrell,Mace-Tyrell,Undirected,6,2
Loras-Tyrell,Renly-Baratheon,Undirected,14,2
Loras-Tyrell,Robert-Baratheon,Undirected,3,2
Loras-Tyrell,Stannis-Baratheon,Undirected,4,2
Loras-Tyrell,Tyrion-Lannister,Undirected,8,2
Lorent-Caswell,Renly-Baratheon,Undirected,3,2
Lorren,Squint,Undirected,3,2
Lorren,Theon-Greyjoy,Undirected,7,2
Lorren,Urzen,Undirected,3,2
Lorren,Wex-Pyke,Undirected,4,2
Luwin,Meera-Reed,Undirected,4,2
Luwin,Osha,Undirected,12,2
Luwin,Rickon-Stark,Undirected,12,2
Luwin,Robb-Stark,Undirected,6,2
Luwin,Rodrik-Cassel,Undirected,18,2
Luwin,Theon-Greyjoy,Undirected,17,2
Luwin,Walder-Frey-(son-of-Merrett),Undirected,4,2
Lysa-Arryn,Tyrion-Lannister,Undirected,5,2
Mace-Tyrell,Paxter-Redwyne,Undirected,3,2
Mace-Tyrell,Randyll-Tarly,Undirected,3,2
Mace-Tyrell,Renly-Baratheon,Undirected,4,2
Mace-Tyrell,Stannis-Baratheon,Undirected,3,2
Mance-Rayder,Qhorin-Halfhand,Undirected,4,2
Mance-Rayder,Thoren-Smallwood,Undirected,3,2
Mandon-Moore,Sandor-Clegane,Undirected,5,2
Mandon-Moore,Sansa-Stark,Undirected,3,2
Mandon-Moore,Tyrion-Lannister,Undirected,16,2
Margaery-Tyrell,Renly-Baratheon,Undirected,13,2
Margaery-Tyrell,Sansa-Stark,Undirected,4,2
Margaery-Tyrell,Varys,Undirected,3,2
Martyn-Rivers,Robb-Stark,Undirected,3,2
Mathis-Rowan,Randyll-Tarly,Undirected,4,2
Mathis-Rowan,Renly-Baratheon,Undirected,8,2
Mathis-Rowan,Stannis-Baratheon,Undirected,3,2
Meera-Reed,Osha,Undirected,6,2
Meera-Reed,Rickon-Stark,Undirected,6,2
Melisandre,Renly-Baratheon,Undirected,4,2
Melisandre,Selyse-Florent,Undirected,6,2
Melisandre,Stannis-Baratheon,Undirected,14,2
Meryn-Trant,Osmund-Kettleblack,Undirected,8,2
Meryn-Trant,Polliver,Undirected,3,2
Meryn-Trant,Rafford,Undirected,3,2
Meryn-Trant,Sandor-Clegane,Undirected,10,2
Meryn-Trant,Tickler,Undirected,5,2
Meryn-Trant,Tyrion-Lannister,Undirected,7,2
Mikken,Osha,Undirected,3,2
Mikken,Theon-Greyjoy,Undirected,4,2
Monford-Velaryon,Stannis-Baratheon,Undirected,3,2
Myrcella-Baratheon,Robb-Stark,Undirected,3,2
Myrcella-Baratheon,Robert-Arryn,Undirected,4,2
Myrcella-Baratheon,Sandor-Clegane,Undirected,4,2
Myrcella-Baratheon,Sansa-Stark,Undirected,6,2
Myrcella-Baratheon,Tommen-Baratheon,Undirected,12,2
Myrcella-Baratheon,Trystane-Martell,Undirected,4,2
Myrcella-Baratheon,Tyrion-Lannister,Undirected,8,2
Olyvar-Frey,Robb-Stark,Undirected,4,2
Osha,Rickon-Stark,Undirected,8,2
Osha,Robb-Stark,Undirected,3,2
Osha,Theon-Greyjoy,Undirected,4,2
Osmund-Kettleblack,Osney-Kettleblack,Undirected,4,2
Osmund-Kettleblack,Sansa-Stark,Undirected,4,2
Osmund-Kettleblack,Tyrion-Lannister,Undirected,7,2
Ottyn-Wythers,Samwell-Tarly,Undirected,3,2
Palla,Theon-Greyjoy,Undirected,3,2
Patchface,Stannis-Baratheon,Undirected,6,2
Perwyn-Frey,Robb-Stark,Undirected,3,2
Perwyn-Frey,Wendel-Manderly,Undirected,3,2
Petyr-Baelish,Podrick-Payne,Undirected,4,2
Petyr-Baelish,Pycelle,Undirected,8,2
Petyr-Baelish,Renly-Baratheon,Undirected,5,2
Petyr-Baelish,Sansa-Stark,Undirected,4,2
Petyr-Baelish,Stannis-Baratheon,Undirected,8,2
Petyr-Baelish,Tyrion-Lannister,Undirected,41,2
Petyr-Baelish,Varys,Undirected,27,2
Podrick-Payne,Tyrion-Lannister,Undirected,13,2
Polliver,Rafford,Undirected,7,2
Polliver,Sandor-Clegane,Undirected,3,2
Polliver,Tickler,Undirected,3,2
Polliver,Weese,Undirected,3,2
Preston-Greenfield,Tyrion-Lannister,Undirected,3,2
Pyat-Pree,Xaro-Xhoan-Daxos,Undirected,10,2
Pycelle,Robert-Baratheon,Undirected,3,2
Pycelle,Shagga,Undirected,4,2
Pycelle,Stannis-Baratheon,Undirected,3,2
Pycelle,Tyrion-Lannister,Undirected,21,2
Pycelle,Varys,Undirected,9,2
Pylos,Shireen-Baratheon,Undirected,5,2
Pylos,Stannis-Baratheon,Undirected,11,2
Qhorin-Halfhand,Rattleshirt,Undirected,3,2
Qhorin-Halfhand,Stonesnake,Undirected,6,2
Qhorin-Halfhand,Thoren-Smallwood,Undirected,3,2
Qyburn,Roose-Bolton,Undirected,3,2
Rafford,Sandor-Clegane,Undirected,3,2
Rafford,Tickler,Undirected,4,2
Ramsay-Snow,Reek,Undirected,4,2
Ramsay-Snow,Robb-Stark,Undirected,3,2
Ramsay-Snow,Rodrik-Cassel,Undirected,5,2
Ramsay-Snow,Roose-Bolton,Undirected,5,2
Randyll-Tarly,Renly-Baratheon,Undirected,6,2
Randyll-Tarly,Stannis-Baratheon,Undirected,3,2
Rattleshirt,Ygritte,Undirected,4,2
Ramsay-Snow,Theon-Greyjoy,Undirected,14,2
Renly-Baratheon,Robb-Stark,Undirected,22,2
Renly-Baratheon,Robert-Baratheon,Undirected,29,2
Renly-Baratheon,Sansa-Stark,Undirected,4,2
Renly-Baratheon,Stannis-Baratheon,Undirected,70,2
Renly-Baratheon,Steffon-Baratheon,Undirected,3,2
Renly-Baratheon,Tyrion-Lannister,Undirected,14,2
Renly-Baratheon,Tywin-Lannister,Undirected,3,2
Renly-Baratheon,Varys,Undirected,5,2
Rhaegar-Targaryen,Robert-Baratheon,Undirected,5,2
Rhaegar-Targaryen,Viserys-Targaryen,Undirected,3,2
Rhaenys-Targaryen,Visenya-Targaryen,Undirected,3,2
Rickard-Karstark,Robb-Stark,Undirected,3,2
Rickon-Stark,Robb-Stark,Undirected,12,2
Rickon-Stark,Rodrik-Cassel,Undirected,3,2
Rickon-Stark,Sansa-Stark,Undirected,5,2
Rickon-Stark,Theon-Greyjoy,Undirected,8,2
Rickon-Stark,Walder-Frey-(son-of-Merrett),Undirected,5,2
Robb-Stark,Robert-Baratheon,Undirected,3,2
Robb-Stark,Rodrik-Cassel,Undirected,9,2
Robb-Stark,Roose-Bolton,Undirected,7,2
Robb-Stark,Sansa-Stark,Undirected,11,2
Robb-Stark,Stafford-Lannister,Undirected,5,2
Robb-Stark,Stannis-Baratheon,Undirected,12,2
Robb-Stark,Theon-Greyjoy,Undirected,21,2
Robb-Stark,Tyrion-Lannister,Undirected,18,2
Robb-Stark,Tywin-Lannister,Undirected,6,2
Robb-Stark,Varys,Undirected,3,2
Robb-Stark,Walder-Frey,Undirected,6,2
Robb-Stark,Wyman-Manderly,Undirected,3,2
Robert-Baratheon,Sansa-Stark,Undirected,6,2
Robert-Baratheon,Stannis-Baratheon,Undirected,25,2
Robert-Baratheon,Tyrion-Lannister,Undirected,10,2
Robert-Baratheon,Tywin-Lannister,Undirected,4,2
Robert-Baratheon,Varys,Undirected,4,2
Robett-Glover,Rorge,Undirected,3,2
Robett-Glover,Vargo-Hoat,Undirected,3,2
Rodrik-Cassel,Roose-Bolton,Undirected,4,2
Rodrik-Cassel,Theon-Greyjoy,Undirected,12,2
Rodrik-Cassel,Walder-Frey-(son-of-Merrett),Undirected,3,2
Rodrik-Cassel,Wyman-Manderly,Undirected,6,2
Roose-Bolton,Tywin-Lannister,Undirected,5,2
Roose-Bolton,Vargo-Hoat,Undirected,6,2
Roose-Bolton,Walder-Frey,Undirected,3,2
Rorge,Vargo-Hoat,Undirected,3,2
Rorge,Yoren,Undirected,4,2
Salladhor-Saan,Stannis-Baratheon,Undirected,6,2
Sandor-Clegane,Sansa-Stark,Undirected,19,2
Sandor-Clegane,Tickler,Undirected,5,2
Sandor-Clegane,Tommen-Baratheon,Undirected,5,2
Sandor-Clegane,Tyrion-Lannister,Undirected,13,2
Sansa-Stark,Stannis-Baratheon,Undirected,8,2
Sansa-Stark,Tanda-Stokeworth,Undirected,4,2
Sansa-Stark,Tommen-Baratheon,Undirected,10,2
Sansa-Stark,Tyrion-Lannister,Undirected,31,2
Selyse-Florent,Stannis-Baratheon,Undirected,15,2
Shadd,Wendel-Manderly,Undirected,3,2
Shae,Stannis-Baratheon,Undirected,3,2
Shae,Tyrion-Lannister,Undirected,30,2
Shae,Tysha,Undirected,3,2
Shae,Varys,Undirected,16,2
Shagga,Timett,Undirected,4,2
Shagga,Tyrion-Lannister,Undirected,15,2
Squint,Theon-Greyjoy,Undirected,3,2
Stannis-Baratheon,Steffon-Baratheon,Undirected,3,2
Stannis-Baratheon,Tyrion-Lannister,Undirected,39,2
Stannis-Baratheon,Tywin-Lannister,Undirected,4,2
Stannis-Baratheon,Varys,Undirected,5,2
Stonesnake,Ygritte,Undirected,3,2
Stygg,Theon-Greyjoy,Undirected,4,2
Stygg,Werlag,Undirected,3,2
Syrio-Forel,Yoren,Undirected,3,2
Tanda-Stokeworth,Tyrion-Lannister,Undirected,4,2
Theon-Greyjoy,Urzen,Undirected,3,2
Theon-Greyjoy,Victarion-Greyjoy,Undirected,3,2
Theon-Greyjoy,Werlag,Undirected,3,2
Theon-Greyjoy,Wex-Pyke,Undirected,14,2
Timett,Tyrion-Lannister,Undirected,10,2
Timett,Varys,Undirected,3,2
Tommen-Baratheon,Tyrion-Lannister,Undirected,10,2
Tyrion-Lannister,Tysha,Undirected,4,2
Tyrion-Lannister,Tywin-Lannister,Undirected,6,2
Tyrion-Lannister,Varys,Undirected,63,2
Tyrion-Lannister,Vylarr,Undirected,6,2
Tywin-Lannister,Vargo-Hoat,Undirected,4,2
Tywin-Lannister,Weese,Undirected,7,2
Walder-Frey-(son-of-Jammos),Walder-Frey-(son-of-Merrett),Undirected,5,2
Walder-Frey-(son-of-Merrett),Wex-Pyke,Undirected,4,2
Weasel,Weese,Undirected,6,2
Woth,Yoren,Undirected,4,2
Palla,Ramsay-Snow,Undirected,3,Source,Target,Type,weight,book
Addam-Marbrand,Gyles-Rosby,Undirected,3,3
Addam-Marbrand,Jaime-Lannister,Undirected,3,3
Addam-Marbrand,Jalabhar-Xho,Undirected,3,3
Addam-Marbrand,Joffrey-Baratheon,Undirected,3,3
Addam-Marbrand,Kevan-Lannister,Undirected,3,3
Addam-Marbrand,Oberyn-Martell,Undirected,3,3
Addam-Marbrand,Tyrion-Lannister,Undirected,7,3
Addam-Marbrand,Varys,Undirected,4,3
Aegon-Frey-(son-of-Stevron),Catelyn-Stark,Undirected,4,3
Aegon-Frey-(son-of-Stevron),Robb-Stark,Undirected,5,3
Aegon-Frey-(son-of-Stevron),Stevron-Frey,Undirected,3,3
Aegon-Frey-(son-of-Stevron),Walder-Frey,Undirected,6,3
Aegon-I-Targaryen,Daenerys-Targaryen,Undirected,4,3
Aegon-I-Targaryen,Stannis-Baratheon,Undirected,4,3
Aegon-I-Targaryen,Torrhen-Stark,Undirected,3,3
Aegon-Targaryen-(son-of-Rhaegar),Elia-Martell,Undirected,3,3
Aemon-Targaryen-(Dragonknight),Jaime-Lannister,Undirected,3,3
Aemon-Targaryen-(Maester-Aemon),Alliser-Thorne,Undirected,3,3
Aemon-Targaryen-(Maester-Aemon),Clydas,Undirected,16,3
Aemon-Targaryen-(Maester-Aemon),Cotter-Pyke,Undirected,3,3
Aemon-Targaryen-(Maester-Aemon),Denys-Mallister,Undirected,4,3
Aemon-Targaryen-(Maester-Aemon),Donal-Noye,Undirected,11,3
Aemon-Targaryen-(Maester-Aemon),Eddison-Tollett,Undirected,3,3
Aemon-Targaryen-(Maester-Aemon),Grenn,Undirected,5,3
Aemon-Targaryen-(Maester-Aemon),Hobb,Undirected,3,3
Aemon-Targaryen-(Maester-Aemon),Janos-Slynt,Undirected,5,3
Aemon-Targaryen-(Maester-Aemon),Jeor-Mormont,Undirected,3,3
Aemon-Targaryen-(Maester-Aemon),Jon-Snow,Undirected,36,3
Aemon-Targaryen-(Maester-Aemon),Mance-Rayder,Undirected,5,3
Aemon-Targaryen-(Maester-Aemon),Owen,Undirected,3,3
Aemon-Targaryen-(Maester-Aemon),Pypar,Undirected,5,3
Aemon-Targaryen-(Maester-Aemon),Robert-Baratheon,Undirected,5,3
Aemon-Targaryen-(Maester-Aemon),Samwell-Tarly,Undirected,32,3
Aemon-Targaryen-(Maester-Aemon),Stannis-Baratheon,Undirected,9,3
Aemon-Targaryen-(Maester-Aemon),Wynton-Stout,Undirected,3,3
Aerys-II-Targaryen,Arthur-Dayne,Undirected,5,3
Aerys-II-Targaryen,Brienne-of-Tarth,Undirected,3,3
Aerys-II-Targaryen,Jaime-Lannister,Undirected,22,3
Aerys-II-Targaryen,Joffrey-Baratheon,Undirected,6,3
Aerys-II-Targaryen,Robert-Baratheon,Undirected,9,3
Aerys-II-Targaryen,Rossart,Undirected,4,3
Aerys-II-Targaryen,Tyrion-Lannister,Undirected,6,3
Aerys-II-Targaryen,Tywin-Lannister,Undirected,10,3
Aerys-II-Targaryen,Viserys-Targaryen,Undirected,3,3
Aggo,Jhogo,Undirected,4,3
Aggo,Rakharo,Undirected,3,3
Alayaya,Bronn,Undirected,3,3
Alayaya,Cersei-Lannister,Undirected,3,3
Alayaya,Tyrion-Lannister,Undirected,4,3
Alerie-Hightower,Mace-Tyrell,Undirected,3,3
Alerie-Hightower,Margaery-Tyrell,Undirected,3,3
Alester-Florent,Axell-Florent,Undirected,4,3
Alester-Florent,Davos-Seaworth,Undirected,11,3
Alester-Florent,Lamprey,Undirected,3,3
Alester-Florent,Selyse-Florent,Undirected,4,3
Alester-Florent,Stannis-Baratheon,Undirected,4,3
Alla-Tyrell,Elinor-Tyrell,Undirected,5,3
Alla-Tyrell,Megga-Tyrell,Undirected,6,3
Alla-Tyrell,Sansa-Stark,Undirected,4,3
Alliser-Thorne,Janos-Slynt,Undirected,13,3
Alliser-Thorne,Jon-Snow,Undirected,22,3
Alliser-Thorne,Mance-Rayder,Undirected,6,3
Alliser-Thorne,Qhorin-Halfhand,Undirected,4,3
Alliser-Thorne,Samwell-Tarly,Undirected,4,3
Alliser-Thorne,Stannis-Baratheon,Undirected,3,3
Amory-Lorch,Gregor-Clegane,Undirected,3,3
Amory-Lorch,Jaime-Lannister,Undirected,3,3
Amory-Lorch,Oberyn-Martell,Undirected,6,3
Amory-Lorch,Tywin-Lannister,Undirected,4,3
Amory-Lorch,Vargo-Hoat,Undirected,3,3
Anders-Yronwood,Oberyn-Martell,Undirected,3,3
Andrew-Estermont,Davos-Seaworth,Undirected,4,3
Andrew-Estermont,Edric-Storm,Undirected,4,3
Andrew-Estermont,Gerald-Gower,Undirected,3,3
Anguy,Arya-Stark,Undirected,15,3
Anguy,Beric-Dondarrion,Undirected,4,3
Anguy,Greenbeard,Undirected,9,3
Anguy,Harwin,Undirected,7,3
Anguy,Husband,Undirected,3,3
Anguy,Lem,Undirected,22,3
Anguy,Sandor-Clegane,Undirected,3,3
Anguy,Sharna,Undirected,6,3
Anguy,Tom-of-Sevenstreams,Undirected,12,3
Arson,Jon-Snow,Undirected,3,3
Arstan,Belwas,Undirected,25,3
Arstan,Daenerys-Targaryen,Undirected,29,3
Arstan,Illyrio-Mopatis,Undirected,3,3
Arstan,Jhiqui,Undirected,3,3
Arstan,Jorah-Mormont,Undirected,13,3
Arstan,Kraznys-mo-Nakloz,Undirected,3,3
Arstan,Mero,Undirected,7,3
Arstan,Rhaegar-Targaryen,Undirected,7,3
Arthur-Dayne,Gerold-Hightower,Undirected,5,3
Arthur-Dayne,Lewyn-Martell,Undirected,3,3
Arthur-Dayne,Rhaegar-Targaryen,Undirected,3,3
Arthur-Dayne,Smiling-Knight,Undirected,4,3
Arya-Stark,Beric-Dondarrion,Undirected,23,3
